id,territory,verdict,grade,impact,fixability,rank_IxF,owner_decision_needed,verified_this_session,seeded,anchor_quality,hypothesis
W-065,T3-offer-product,PARTIAL,E2,2,3,6,False,True,False,resolvable,۸ بسته از ۹ بستهٔ آمادهٔ ارسال، تکراری/قدیمی (QP-20260917/18 در برابر QP-20260913) هستند — بسته‌های کهنه بازچرخه می‌شوند
W-066,T3-offer-product,UNVERIFIED,E3,2,3,6,False,True,False,resolvable,هیچ شرط/گارانتی/ترمز ریسک در پیشنهاد نیست که پاسخ را آسان کند
W-067,T3-offer-product,PARTIAL,E2,3,2,6,False,True,False,resolvable,مبلغ/محدودهٔ پروژه در quoteها روشن نیست (rate card غایب) — مشتری نمی‌داند چه می‌خرد
W-068,T3-offer-product,UNVERIFIED,E3,2,3,6,False,False,False,resolvable,هیچ مسیر رزرو/زمان‌بندی (booking) برای مشتری B2B وجود ندارد
W-069,T3-offer-product,UNVERIFIED,E1,2,3,6,False,False,False,resolvable,پیشنهاد زیمن/آتلیه و پیشنهاد نقاشی از هم بی‌خبرند؛ هیچ بستهٔ متقاطع (cross-sell) نیست
W-070,T3-offer-product,UNVERIFIED,E0,2,3,6,False,False,False,resolvable,زمان پاسخ‌دهی تعهدشده (SLA) به مشتری اعلام نمی‌شود
W-075,T3-offer-product,UNVERIFIED,E1,2,3,6,False,True,False,resolvable,هیچ محصول/خدمت «ورودی» ارزان برای اولین خرید وجود ندارد (همه‌چیز پروژه‌ای است)
W-077,T3-offer-product,PARTIAL,E2,3,2,6,False,True,False,resolvable,بستهٔ quote برای همه یکسان است (یک template) و بخش هزینه‌اش خالی می‌ماند
W-079,T3-offer-product,UNVERIFIED,E0,2,3,6,False,True,False,resolvable,بازار هدیه (زیمن) فصل‌بندی کریسمس/نوروز ندارد در حالی که تقویم درآمدی حیاتی است
W-086,T4-owner-dependency,UNVERIFIED,E1,3,2,6,True,False,False,resolvable,کلیدهای deploy روی ofn-node غیرفعال‌اند (G1) و شاخه‌های autonomy نمی‌توانند push کنند
W-091,T4-owner-dependency,PARTIAL,E3,2,3,6,False,True,False,resolvable,دو ردیف از چهار رأی آخر تست self-addressed بوده، نه تصمیم واقعی — کانال رأی با تست اشغال می‌شود
W-095,T4-owner-dependency,PARTIAL,E2,2,3,6,False,True,False,resolvable,فارسی‌سازی کارت‌ها فقط از ۰۹-۱۷T23:29 فعال شده؛ همهٔ کارت‌های قبلی احتمالاً برای مالک سخت‌تر بوده‌اند
W-098,T4-owner-dependency,CONFIRMED_BLOCKER,E1,2,3,6,False,False,False,resolvable,شمارندهٔ OWNER_DECISIONS_PENDING در GOV-AUTONOMY-V3 تعریف شده ولی به هیچ داشبوردی وصل نیست
W-099,T4-owner-dependency,PARTIAL,E3,2,3,6,False,True,False,resolvable,دو کارت MONEY-BATCH پشت سر هم (۰۹-۱۷ و ۰۹-۱۸) همان درخواست را تکرار می‌کنند — ریسک خستگی مالک
W-100,T4-owner-dependency,CONFIRMED_BLOCKER,E1,3,2,6,True,False,False,resolvable,تلگرام تنها کانال مالک است؛ قطع شدن آن یعنی صفر تصمیم (بدون کانال دوم)
W-101,T4-owner-dependency,PARTIAL,E2,3,2,6,True,True,False,resolvable,کارت TRAFFIC-DECISION سه گزینهٔ سنگین (بودجه ads / لیست outreach / انتخاب بازار) می‌دهد — هزینهٔ شناختی بالا = تأخیر
W-102,T4-owner-dependency,PARTIAL,E2,2,3,6,False,True,False,resolvable,رأی مالک در یک پیام دسته‌ای («همشو موافقم») نشان می‌دهد او batch-prefer است ولی کارت‌ها تکی فرستاده می‌شوند
W-103,T4-owner-dependency,PARTIAL,E2,2,3,6,False,True,False,resolvable,پاسخ مالک با پارس متن exact (`go:<id>:<channel>`) است؛ یک غلط تایپی یعنی رأی گم می‌شود
W-104,T4-owner-dependency,PARTIAL,E1,2,3,6,False,True,False,resolvable,مالک «director بدون جزئیات فنی» است ولی بعضی کارت‌ها همچنان متن فنی/طولانی دارند
W-109,T4-owner-dependency,PARTIAL,E3,3,2,6,True,True,False,resolvable,هر رأی مالک فقط یک‌بار مصرف می‌شود؛ هیچ pre-authorization دوره‌ای (مثلاً هفتگی) وجود ندارد
W-113,T5-governance-friction,CONFIRMED_BLOCKER,E1,3,2,6,False,False,False,resolvable,کارهای کلاس B بدون شاهد اجرا نمی‌شوند و شاهد (۱۸۲) یک صف مشترک دارد — همهٔ deployها سریال می‌شوند
W-116,T5-governance-friction,CONFIRMED_BLOCKER,E1,3,2,6,True,False,False,resolvable,فاز ۲ آزادی (no-witness recovery، cross-node apply، push autonomy) هنوز باز است — ظرفیت ماشین کامل استفاده نمی‌شود
W-117,T5-governance-friction,CONFIRMED_BLOCKER,E1,3,2,6,False,True,False,resolvable,رجیستر PARKED: ۸ lane تا «verified_payment_count=1» قفل‌اند — اولین پرداخت هرگز نیامده، پس قفل خودتقویت‌شونده است
W-118,T5-governance-friction,UNVERIFIED,E1,2,3,6,True,False,False,resolvable,پوشهٔ محرمانه‌زدایی نشده: ۷۶ فایل commit‌شده IP/نام‌های داخلی را لو می‌دهد و با status risk_accepted رها شده
W-119,T5-governance-friction,UNVERIFIED,E1,2,3,6,False,False,False,resolvable,گیت G8-021 به‌صورت request کهنه خودزنده می‌ماند و هر tick بودجهٔ کامپوننت می‌سوزاند
W-123,T5-governance-friction,UNVERIFIED,E1,2,3,6,False,False,False,resolvable,۲۴ verify FAIL از دورهٔ GAP/VBAA باز مانده؛ بدهی کیفیت روی مسیر تصمیم‌گیری سایه انداخته
W-125,T5-governance-friction,UNVERIFIED,E1,2,3,6,False,False,False,resolvable,زنجیرهٔ پذیرش EX1 با NOT_PASSED و سه تناقض ثبت‌نشده رها شده
W-127,T5-governance-friction,PARTIAL,E1,3,2,6,False,True,False,resolvable,"کارهای پارک‌شده به دلیل قاعدهٔ «blocked is a decision, not a defect» هیچ مرور دوره‌ای ندارند"
W-S15,T5-governance-friction,PARTIAL,E2,3,2,6,False,False,True,resolvable,هزینهٔ اصطکاک رسید/شاهد با کار درآمدی هم‌مقیاس شده؛ حجم رسید بر حجم اثر می‌چربد
W-136,T6-learning,PARTIAL,E3,3,2,6,False,True,False,resolvable,شرط تولید سیگنال (سطح‌کردن دوبارهٔ یک پیشنهاد با کلید مشترک) وابسته به رفتار مالک است، نه تولیدکننده — نرخ رشد سیگنال کند
W-137,T6-learning,UNVERIFIED,E1,2,3,6,False,False,False,resolvable,حافظهٔ معنایی همیشه صفر نوت می‌سازد؛ یا by-design است یا یال شکسته — هنوز تعیین نشده
W-144,T6-learning,PARTIAL,E1,2,3,6,False,False,False,resolvable,ریسک روش‌شناسی: چرخهٔ یادگیری قبلاً fixture آموزشی را به‌عنوان holdout استفاده کرده بود
W-148,T7-agent-architecture,CONFIRMED_BLOCKER,E1,3,2,6,False,False,False,resolvable,۵ فایل tracked روی runtime آلوده است و self_model_producer سه بدنهٔ واگرا دارد
W-149,T7-agent-architecture,PARTIAL,E1,2,3,6,False,False,False,resolvable,۵۱۸۴ فایل untracked (۱۰۷MB، ۹۸٪ state) روی runtime — سطح state از git جدا شده
W-150,T7-agent-architecture,UNVERIFIED,E1,2,3,6,False,False,False,resolvable,پیش‌بینی‌ها/آمار trackers با runtime اختلاف دارند (PB-4 در سند NOT_RUN، زنده IMPROVED)
W-151,T7-agent-architecture,UNVERIFIED,E1,2,3,6,False,False,False,resolvable,یک سند مستندات به‌صراحت «دروغ» علامت خورده (COMMIT-GAP) و هرگز اصلاح نشد
W-152,T7-agent-architecture,UNVERIFIED,E1,3,2,6,False,False,False,resolvable,از ۵۰ سیم‌کشی گم‌شده فقط ۲ مورد خودکار رفع شد؛ ۴۸ سیم‌کشی هنوز غایب است
W-153,T7-agent-architecture,UNVERIFIED,E1,2,3,6,False,False,False,resolvable,consolidation tick چهار‌بعدی ۱۱ روز مرده بود و پیوستگی خوراکش دوباره اثبات نشده
W-156,T7-agent-architecture,UNVERIFIED,E1,2,3,6,False,False,False,resolvable,آرتیفکت‌های N-ALIVE هرگز به ۱۳۸ کپی نشدند (find_channels.py + CATALOG.json)
W-162,T7-agent-architecture,PARTIAL,E2,2,3,6,False,False,False,resolvable,۴۷ فایل با status-word باز (pending/NOT_RUN) در رجیستر بدهی — وضعیت‌ها فقط کلمه‌اند نه ماشین‌خوان
W-165,T8-knowledge-debt,UNVERIFIED,E1,2,3,6,False,False,False,resolvable,_ops با ۳۳۱۴ فایل هرگز اسکن نشده — مغز عملیاتی قدیم خارج از دید است
W-166,T8-knowledge-debt,UNVERIFIED,E1,2,3,6,False,False,False,resolvable,4D-Vault با ۳۰۵۵ فایل اسکن‌نشده رها مانده
W-168,T8-knowledge-debt,PARTIAL,E1,2,3,6,True,False,False,resolvable,سرشماری DEEP-SCAN-250 که برای همین هدف (بدهی پنهان) سفارش شد، معلق مانده
W-170,T8-knowledge-debt,CONFIRMED_BLOCKER,E1,3,2,6,True,False,False,resolvable,آینهٔ germline روی CIFS لپ‌تاپ ۹۹٪ پر است (۵.۴GB آزاد) و پشتیبان‌گیری را محدود می‌کند
W-171,T8-knowledge-debt,PARTIAL,E1,2,3,6,False,False,False,resolvable,۱۲ ناهمخوانی وال↔runtime در سرشماری ثبت شده و الگو ادامه دارد (runtime جلوتر از سند)
W-183,T8-knowledge-debt,CONFIRMED_BLOCKER,E1,2,3,6,False,True,False,resolvable,موجود زندهٔ ارگانیسم نمی‌تواند وال را بخواند؛ آینهٔ وال به‌عنوان منبع اختیاری SKIPPED شده
W-184,T8-knowledge-debt,PARTIAL,E1,2,3,6,False,True,False,resolvable,دو CURRENT-TRUTH و چند نقشهٔ کانونیک موازی، هزینهٔ انتخاب مسیر درست را در هر نشست تحمیل می‌کند
W-185,T9-attention-priority,PARTIAL,E3,3,2,6,False,True,False,resolvable,در ۲۶۰ کامیت سیزن، نشانه‌های حاکمیتی (۱۴۸) بیش از نشانه‌های درآمدی (۸۳) است
W-186,T9-attention-priority,CONFIRMED_BLOCKER,E3,3,2,6,False,True,False,resolvable,ریتم کامیت سیزن نایکنواخت است: ۵۳ و ۵۰ در دو روز اول، سپس ۷/۵/۲ در میانه — فروپاشی ظرفیت
W-189,T9-attention-priority,PARTIAL,E2,3,2,6,False,True,False,resolvable,واحد پیشرفت (cycle record) فقط از ۰۹-۱۷ رسمی شد؛ قبل از آن پیشرفت غیرقابل شمارش بود
W-190,T9-attention-priority,PARTIAL,E2,2,3,6,False,True,False,resolvable,۲۰+ تایمر فعال با فواصل دقیقه‌ای، سطح عملیاتی بزرگی می‌سازد که هر خرابی آن توجه می‌خواهد
W-191,T9-attention-priority,CONFIRMED_BLOCKER,E1,3,2,6,False,True,False,resolvable,روز بحران دیسک (۰۹-۱۲) کل ظرفیت یک روز را خورد و آرشیو هنوز برنگشته
W-193,T9-attention-priority,PARTIAL,E3,3,2,6,False,True,False,resolvable,عصر ۰۹-۱۷ صرف ساخت هاب NATS/فلیت شد؛ همان بازه صفر ارسال درآمدی ثبت شده
W-196,T9-attention-priority,PARTIAL,E1,2,3,6,False,False,False,resolvable,مرور هفتگی با مالک فقط از ۰۹-۱۸ خودکار شده؛ شش هفتهٔ قبل آن بی‌مرور بود
W-197,T9-attention-priority,PARTIAL,E2,2,3,6,False,True,False,resolvable,هیچ خلاصهٔ دوره‌ای (digest) برای مالک وجود ندارد؛ ارتباط فقط کارت تصمیم است
W-S01,T2-demand-market,CONFIRMED_BLOCKER,E3,5,1,5,False,True,True,resolvable,کل تاریخ بدون حتی یک تومان درآمد تأییدشده
W-204,T10-infra-fleet,UNVERIFIED,E1,2,2,4,True,False,False,resolvable,۴ برد هنوز بی‌استفاده‌اند و auth نودهای ۱۰۰/۱۶۰/۱۹۳/۱۱۴ معلق است
W-205,T10-infra-fleet,UNVERIFIED,E1,2,2,4,False,False,False,resolvable,احراز هویت مش نودها (node_id) روی ۴ کارگر PENDING_AUTH است
W-206,T10-infra-fleet,UNVERIFIED,E1,2,2,4,False,False,False,resolvable,NPU (ظرفیت محاسباتی رایگان نودها) صفر مصرف دارد
W-212,T10-infra-fleet,UNVERIFIED,E1,2,2,4,False,False,False,resolvable,طرح rollback مهار (sandbox escape/fire drill) هرگز تمرین نشده
W-220,T10-infra-fleet,CONFIRMED_BLOCKER,E1,2,2,4,False,False,False,resolvable,تیر state روی ۱۳۸ (۱۰۵MB) هرگز quiesce نشده؛ هیچ snapshot سازگار از state وجود ندارد
W-221,T10-infra-fleet,PARTIAL,E1,2,2,4,True,False,False,resolvable,قواعد شکنندهٔ سخت‌افزاری (شروع نکردن مجدد برق، کارت ۳۲GB قبل از reboot) ریسک عملیاتی دائمی می‌سازند
W-233,T12-buffer-external,PARTIAL,E1,2,2,4,True,False,False,resolvable,سقف بودجهٔ ۱۰۰$/ماه عملاً خرید ترافیک پولی را محدود می‌کند (حتی اگر ads مجاز شود)
W-235,T12-buffer-external,UNVERIFIED,E0,2,2,4,False,True,False,resolvable,اعتبارسنجی پرسونا با خریدار واقعی انجام نشده؛ پرسونا فرضی است
W-239,T12-buffer-external,PARTIAL,E1,2,2,4,False,False,False,resolvable,ورود به پلتفرم Airtasker ناموفق بود (تنها ایمیل رضایت Google آمد) و تکرار نشد
W-039,T2-demand-market,UNVERIFIED,E1,2,2,4,False,False,False,resolvable,مسیرهای دایرکتوری (YP/TrueLocal/Hotfrog) به کپچا و ایمیل-ورایف خورده‌اند و نیمه‌کاره مانده‌اند
W-056,T2-demand-market,UNVERIFIED,E3,2,2,4,False,False,False,resolvable,نظارت بر تقاضا فقط از سمت ماست؛ هیچ سیگنال خرید/جستجو (Google/سایت) رصد نمی‌شود
W-072,T3-offer-product,UNVERIFIED,E0,2,2,4,False,True,False,resolvable,هیچ قیمت‌گذاری مبتنی بر ارزش/نتیجه (نه ساعت کاری) طراحی نشده
W-073,T3-offer-product,PARTIAL,E2,2,2,4,False,True,False,resolvable,آفر نقاشی روی یک بازار (strata) متمرکز است ولی منابع لیست از همان بازار هم محدود است
W-076,T3-offer-product,UNVERIFIED,E0,2,2,4,False,False,False,resolvable,هیچ نشانی از بازخورد مشتریان قبلی (رضایت/رتبه) وجود ندارد
W-078,T3-offer-product,UNVERIFIED,E0,2,2,4,False,True,False,resolvable,زمان تحویل/ظرفیت اعلام نمی‌شود؛ B2B به تاریخ نیاز دارد
W-087,T4-owner-dependency,UNVERIFIED,E1,2,2,4,True,False,False,resolvable,زنجیرهٔ studio-consent با ۱۴/۱۴ بولت امضانشده، انتشار استودیو را قفل کرده
W-105,T4-owner-dependency,PARTIAL,E1,2,2,4,True,False,False,resolvable,تصمیم «هر دو کسب‌وکار هم‌زمان» توجه مالک را نصف می‌کند و هیچ‌کدام full-speed نیست
W-107,T4-owner-dependency,UNVERIFIED,E1,2,2,4,True,False,False,resolvable,اقدام فیزیکی مالک (کارت SD/برق بردهای باقی‌مانده) از ۰۹-۱۵ معلق است
W-114,T5-governance-friction,CONFIRMED_BLOCKER,E1,2,2,4,False,False,False,resolvable,دو دروازهٔ بلاک‌شدهٔ دائمی (secret_rotation، OWNER_KEY) روی چند آیتم سایه انداخته‌اند
W-129,T5-governance-friction,CONFIRMED_BLOCKER,E1,2,2,4,True,False,False,resolvable,قفل‌های «secret_rotation» و «OWNER_KEY» به دلیل نبود مسیر اجرا، عملاً انتخاب‌های باز را فریز کرده‌اند
W-138,T6-learning,UNVERIFIED,E1,2,2,4,False,False,False,resolvable,بازیابی معنایی هنوز extractive-v1 (keyword-only) است — آخرین بلاکر هوش باز مانده
W-139,T6-learning,UNVERIFIED,E1,2,2,4,False,False,False,resolvable,PB-4 (حافظهٔ پاسخ‌دهی) با corpus جدید هرگز دوباره آزمون نشد
W-140,T6-learning,UNVERIFIED,E1,2,2,4,False,False,False,resolvable,سیم‌کشی ظرفیت/تازگی (F2) به self-model فقط طراحی شده و هرگز وصل نشد
W-142,T6-learning,UNVERIFIED,E1,2,2,4,False,False,False,resolvable,دو قابلیت کشف‌شده (fake_executor، external_witness SILENT_FLIP) بدون سیم‌کشی مانده‌اند
W-167,T8-knowledge-debt,UNVERIFIED,E1,2,2,4,True,False,False,resolvable,سیزده کپی .claude (۲۳GB) تکرار سیستم است و فضای مدیریتی می‌خورد
W-176,T8-knowledge-debt,UNVERIFIED,E1,2,2,4,False,False,False,resolvable,۶۴٪ فراخوان‌های پولی بدون خروجی می‌سوزند (OP-8) و هیچ کاهشی اعمال نشده
W-178,T8-knowledge-debt,UNVERIFIED,E1,2,2,4,False,False,False,resolvable,قابلیت انتشار خارجی OFN هرگز ساخته نشد (RULE_NOT_IMPLEMENTED در ۳ کپی)
W-180,T8-knowledge-debt,UNVERIFIED,E1,2,2,4,False,False,False,resolvable,زنجیرهٔ EDGE-1..14 در L191 هرگز تشخیص داده نشد و MODEL_RUNTIME_BLOCKED باز است
W-182,T8-knowledge-debt,UNVERIFIED,E1,2,2,4,False,False,False,resolvable,چرخهٔ عمر producer (restart/cursor-loss/rotation) و atomicity WAL ساخته نشده — ریسک از‌دست‌رفتن داده
W-192,T9-attention-priority,PARTIAL,E1,2,2,4,True,False,False,resolvable,روزهای enrollment سخت‌افزار (۰۹-۱۴/۱۵) صرف بردها شد نه درآمد
W-208,T10-infra-fleet,UNVERIFIED,E1,1,3,3,False,False,False,resolvable,سرویس‌های unwired (effect-zero claim paths + http.server اعلام‌نشده) از ۰۸-۱۶ active مانده‌اند
W-229,T11-channels,UNVERIFIED,E0,1,3,3,False,False,False,resolvable,مشتری هیچ سطح وضعیت/پیگیری (چه شد پرونده من؟) ندارد
W-230,T11-channels,UNVERIFIED,E0,1,3,3,False,True,False,resolvable,کانال SMS/واتس‌اپ برای یادآوری/فالوآپ استفاده نمی‌شود
W-124,T5-governance-friction,UNVERIFIED,E1,1,3,3,False,False,False,resolvable,سه xfail در ۴ کپی مختلف ماژول VBAA باقی است — تناقض کیفیت در چند نسخه
W-126,T5-governance-friction,UNVERIFIED,E1,1,3,3,False,False,False,resolvable,ستون verified_in_code در دفتر 02-DECISIONS هرگز پر نشده — ردیابی تصمیم→کد قطع است
W-154,T7-agent-architecture,UNVERIFIED,E1,1,3,3,False,False,False,resolvable,ledger کانونیک GAP وجود ندارد (۰ ردیف در برابر ۶۴ ردیف نسخهٔ markdown) — L6 برای همیشه باز
W-155,T7-agent-architecture,UNVERIFIED,E1,1,3,3,False,False,False,resolvable,مُهر QA فاز P6 استناد شده ولی فایل مستقیمش پیدا نمی‌شود
W-157,T7-agent-architecture,UNVERIFIED,E1,1,3,3,False,False,False,resolvable,فایل listener imap روی ۱۳۸ (۱۵۸۷۵B) هرگز تأیید نشد و نام‌گذاری lane-matrix تناقض دارد
W-158,T7-agent-architecture,UNVERIFIED,E1,1,3,3,False,False,False,resolvable,سه ادعای متناقض درباره llama روی ۱۳۸/۱۸۰ وجود دارد و هیچ‌کدام بازconciliation نشده (resolution: null)
W-159,T7-agent-architecture,UNVERIFIED,E1,1,3,3,False,False,False,resolvable,تناقض سه‌مستأجری پورت ۸۷۹۱ با resolution: null رها شده و مسیر callback را مبهم می‌کند
W-169,T8-knowledge-debt,UNVERIFIED,E1,1,3,3,False,False,False,resolvable,manifest اسکن ۱۰وجهی پس از دو اجرای ناتمام ناقص مانده
W-174,T8-knowledge-debt,UNVERIFIED,E1,1,3,3,False,False,False,resolvable,سازندهٔ گراف 4d_system هرگز پیاده نشد و baselineها تأییدنشده ماند
W-181,T8-knowledge-debt,UNVERIFIED,E1,1,3,3,False,False,False,resolvable,۲۸۰ ردیف فرمول N3V2-MATH با ۳۰ ردیف آزمون‌نشده و ۹ قرنطینه رها شده
W-207,T10-infra-fleet,UNVERIFIED,E1,1,2,2,False,False,False,resolvable,تونل‌ها/مسیرهای دسترسی خارجی غایب یا کهنه‌اند و hold_external فعال است
W-216,T10-infra-fleet,UNVERIFIED,E1,1,2,2,True,False,False,resolvable,کارت ۱۲۸GB روی ۱۸۲ در سه تلاش شناسایی نشد — کارت یا اسلات بدون تعیین‌تکلیف
W-217,T10-infra-fleet,UNVERIFIED,E1,1,2,2,False,False,False,resolvable,استراتژی MAC/DHCP برای تغییر رسانه (T4) طراحی/اثبات نشده
W-240,T12-buffer-external,UNVERIFIED,E1,1,2,2,False,False,False,resolvable,باتری آزمون H9 تا ۰۹-۲۲ ادامه دارد و حکم analyzer معلق است — برنامهٔ تحقیق معلق
W-241,T12-buffer-external,UNVERIFIED,E1,1,2,2,True,False,False,resolvable,برنامهٔ تعمیم QD (GEN-v4) مجاز نشده و پارک مانده
W-050,T2-demand-market,UNVERIFIED,E1,1,2,2,False,False,False,resolvable,تحقیق چشم‌انداز AI بازار (۸-PLANS) پذیرش‌نشده مانده — ورودی استراتژی تقاضا ناقص
W-085,T4-owner-dependency,UNVERIFIED,E1,2,1,2,True,False,False,resolvable,امضای owner-key (B1 ED25519) از چت معلق مانده و hash کیس هرگز بازتولید نشده
W-088,T4-owner-dependency,UNVERIFIED,E1,2,1,2,True,False,False,resolvable,KYC استودیو (FeetFinder 0/9 + OnlyFans HOLD) صد درصد وابسته به اقدام مالک است
W-089,T4-owner-dependency,UNVERIFIED,E1,1,2,2,True,False,False,resolvable,سه امضای pre-registration (K9، judge-bias phase2، four-arm ablation) هرگز زده نشده
W-172,T8-knowledge-debt,UNVERIFIED,E1,1,2,2,False,False,False,resolvable,لیبل‌های ESP32 غایب است؛ جداول مالک رندر نمی‌شوند
W-173,T8-knowledge-debt,UNVERIFIED,E1,1,2,2,False,False,False,resolvable,چک‌لیست PARALLEL-AGENTS از ۰۷-۱۸ با ۱۶ بولت باز مانده (ماه دوم)
W-177,T8-knowledge-debt,UNVERIFIED,E1,1,2,2,False,False,False,resolvable,خلبان AIE صادقانه fail شد و PYMDP v2 ثبت‌شده ولی هرگز اجرا نشد
W-179,T8-knowledge-debt,UNVERIFIED,E1,1,2,2,False,False,False,resolvable,حلقهٔ کسب‌وکار EDGE6 مسدود و remote انتشار GitHub نامکشوف مانده
W-035,T1-money-path,REFUTED,E3,0,5,0,True,True,False,resolvable,بودجهٔ API ماهانه ۰.۹ دلار از ۱۰۰ دلار است — کمبود بودجه علت کندی نیست
W-199,T10-infra-fleet,REFUTED,E1,0,5,0,False,False,False,resolvable,EROFS روی ۱۳۸ (که دو روز نوشتن را بسته بود) با RES-05C رفع شده — علتِ رفع‌شده
W-200,T10-infra-fleet,REFUTED,E1,0,5,0,False,False,False,resolvable,OOM روی ۱۸۲ با swapfile ۲G رفع شده و gap001 مربوط به قبل از swapfile بود
W-215,T10-infra-fleet,REFUTED,E2,0,5,0,False,False,False,resolvable,کلید leaf ناتس ۱۳۸ در پالس‌ها None بود که در ۰۹-۱۷ اصلاح شد — علتِ رفع‌شده
